Date,Microsoft (Power BI),Salesforce (Tableau),IBM (Cognos)
2020-09-15,200.51266479492188,249.4937744140625,94.96450805664062
2020-09-16,196.9303436279297,248.42318725585938,96.3450698852539
2020-09-17,194.87509155273438,242.40589904785156,96.88800811767578
2020-09-18,192.45486450195312,240.67111206054688,95.21269226074219
2020-09-21,194.5197296142578,242.92138671875,93.26594543457031
2020-09-22,199.20651245117188,245.62767028808594,93.46758270263672
2020-09-23,192.64697265625,233.94007873535156,92.16458892822266
2020-09-24,195.14401245117188,235.48654174804688,91.59064483642578
2020-09-25,199.5906982421875,240.63145446777344,92.25765228271484
2020-09-28,201.14651489257812,244.52731323242188,94.41381072998047
2020-09-29,199.0528564453125,245.30055236816406,93.80109405517578
2020-09-30,202.0012969970703,249.13694763183594,94.36727905273438
2020-10-01,204.04693603515625,251.24842834472656,93.91744232177734
2020-10-02,198.0252227783203,245.69708251953125,93.51410675048828
2020-10-05,202.04930114746094,249.34510803222656,94.6309814453125
2020-10-06,197.75628662109375,247.9671630859375,94.59996795654297
2020-10-07,201.5211181640625,257.72174072265625,96.22872161865234
2020-10-08,202.2414093017578,257.9596252441406,101.98368072509766
